title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email,Alabama,AL,,,legal_name,last_name,first_name,tags,flip_background,flop_background
Rep,Rick,,Larsen,,,D,WA,2,1,M,56231,H0WA02080,400232,N00009759,RepRickLarsen,http://www.opencongress.org/wiki/Rick_Larsen,http://youtube.com/congressmanlarsen,1.35655E+14,,,6/15/1965,Rep.Larsen@opencongress.org,,,,,Rick  Larsen,Larsen,Rick ,"Democratic Party, Washington, US Representative",rick _larsen_red.png,rick _larsen_blue.png
Rep,Stephen,F.,Lynch,,,D,MA,8,1,M,4844,H2MA09072,400249,N00013855,RepStephenLynch,http://www.opencongress.org/wiki/Stephen_Lynch,http://youtube.com/RepLynch,1.33721E+14,,,3/31/1955,Rep.Lynch@opencongress.org,,,,,Stephen F. Lynch,Lynch,Stephen F.,"Democratic Party, Massachusetts, US Representative",stephen f._lynch_red.png,stephen f._lynch_blue.png
Rep,Daniel,William,Lipinski,,,D,IL,3,1,M,33692,H4IL03077,400630,N00027239,RepLipinski,http://www.opencongress.org/wiki/Daniel_Lipinski,http://youtube.com/lipinski03,1.03287E+14,,,7/15/1966,Rep.Lipinski@opencongress.org,,,,,Daniel William Lipinski,Lipinski,Daniel William,"Democratic Party, Illinois, US Representative",daniel william_lipinski_red.png,daniel william_lipinski_blue.png
Rep,Doug,,Lamborn,,,R,CO,5,1,M,2698,H6CO05159,412191,N00028133,RepDLamborn,http://www.opencongress.org/wiki/Douglas_Lamborn,http://youtube.com/CongressmanLamborn,45059452286,,,5/24/1954,Rep.Lamborn@opencongress.org,,,,,Doug  Lamborn,Lamborn,Doug ,"Republican Party, Colorado, US Representative",doug _lamborn_red.png,doug _lamborn_blue.png
Rep,David,,Loebsack,,,D,IA,2,1,M,68964,H6IA02146,412209,N00027741,DaveLoebsack,http://www.opencongress.org/wiki/Dave_Loebsack,http://youtube.com/congressmanloebsack,2.91731E+11,,,12/23/1952,Rep.Loebsack@opencongress.org,,,,,David  Loebsack,Loebsack,David ,"Democratic Party, Iowa, US Representative",david _loebsack_red.png,david _loebsack_blue.png
Rep,Robert,E.,Latta,,,R,OH,5,1,M,9926,H8OH05036,412256,N00012233,BobLatta,http://www.opencongress.org/wiki/Robert_Latta,http://youtube.com/CongressmanBobLatta,1E+14,,,4/18/1956,Rep.Latta@opencongress.org,,,,,Robert E. Latta,Latta,Robert E.,"Republican Party, Ohio, US Representative",robert e._latta_red.png,robert e._latta_blue.png
Rep,Leonard,,Lance,,,R,NJ,7,1,M,4443,H6NJ12136,412290,N00000898,RepLanceNJ7,http://www.opencongress.org/wiki/Leonard_Lance,http://youtube.com/CongressmanLance,1.0083E+14,,,6/25/1952,Rep.Lance@opencongress.org,,,,,Leonard  Lance,Lance,Leonard ,"Republican Party, New Jersey, US Representative",leonard _lance_red.png,leonard _lance_blue.png
Rep,Christopher,John,Lee,,,R,NY,26,0,M,110348,H8NY26095,412291,N00030198,chrislee_ny26,http://www.opencongress.org/wiki/Christopher_Lee,http://youtube.com/congressmanlee,RepChrisLee,,,4/1/1964,,,,,,Christopher John Lee,Lee,Christopher John,"Republican Party, New York, US Representative",christopher john_lee_red.png,christopher john_lee_blue.png
Rep,Blaine,,Luetkemeyer,,,R,MO,3,1,M,20400,H8MO09153,412292,N00030026,RepBlainePress,http://www.opencongress.org/wiki/Blaine_Luetkemeyer,http://youtube.com/BLuetkemeyer,1358702716,,,5/7/1952,Rep.Luetkemeyer@opencongress.org,,,,,Blaine  Luetkemeyer,Luetkemeyer,Blaine ,"Republican Party, Missouri, US Representative",blaine _luetkemeyer_red.png,blaine _luetkemeyer_blue.png
Rep,Ben,Ray,Luj√°n,,,D,NM,3,1,M,102842,H8NM03196,412293,N00029562,RepBenRayLujan,http://www.opencongress.org/wiki/Ben_Lujan,http://youtube.com/Repbenraylujan,1.12963E+11,,,6/7/1972,Rep.Lujan@opencongress.org,,,,,Ben Ray Luj√°n,Luj√°n,Ben Ray,"Democratic Party, New Mexico, US Representative",ben ray_luj„°n_red.png,ben ray_luj„°n_blue.png
Rep,Cynthia,M.,Lummis,,,R,WY,0,0,F,15546,H8WY00148,412294,N00029788,CynthiaLummis,http://www.opencongress.org/wiki/Cynthia_Lummis,http://youtube.com/CynthiaLummis,1.52754E+14,,,9/10/1954,,,,,,Cynthia M. Lummis,Lummis,Cynthia M.,"Republican Party, Wyoming, US Representative",cynthia m._lummis_red.png,cynthia m._lummis_blue.png
Sen,George,S.,LeMieux,,,R,FL,Junior Seat,0,M,17431,S2FL00227,412380,N00031304,George_LeMieux,http://www.opencongress.org/wiki/George_LeMieux,,,,III,5/21/1969,,,,,,George S. LeMieux,LeMieux,George S.,"Republican Party, Florida, Senator",george s._lemieux_red.png,george s._lemieux_blue.png
Rep,Ra√∫l,R.,Labrador,,,R,ID,1,1,M,57391,H0ID01253,412419,N00031377,Raul_Labrador,http://www.opencongress.org/wiki/Raul_Labrador,http://youtube.com/RepLabrador,1.80971E+14,,,12/8/1967,Rep.Labrador@opencongress.org,,,,,Ra√∫l R. Labrador,Labrador,Ra√∫l R.,"Republican Party, Idaho, US Representative",ra„∫l r._labrador_red.png,ra„∫l r._labrador_blue.png
Rep,Jeff,M.,Landry,,,R,LA,3,0,M,93509,H0LA03141,412433,N00031503,repjefflandry,http://www.opencongress.org/wiki/Jeff_Landry,http://youtube.com/repjefflandry,repjefflandry,,,12/23/1970,,,,,,Jeff M. Landry,Landry,Jeff M.,"Republican Party, Louisiana, US Representative",jeff m._landry_red.png,jeff m._landry_blue.png
Sen,James,,Lankford,,,R,OK,Junior Seat,1,M,124938,H0OK05114,412464,N00031129,SenatorLankford,http://www.opencongress.org/wiki/James_Lankford,http://youtube.com/SenatorLankford,1.30873E+14,,III,3/4/1968,Sen.Lankford@opencongress.org,,,,,James  Lankford,Lankford,James ,"Republican Party, Oklahoma, Senator",james _lankford_red.png,james _lankford_blue.png
Rep,Billy,,Long,,,R,MO,7,1,M,123401,H0MO07113,412445,N00030676,USRepLong,http://www.opencongress.org/wiki/Billy_Long,http://youtube.com/MOdistrict7,1.39631E+14,,,8/11/1955,Rep.Long@opencongress.org,,,,,Billy  Long,Long,Billy ,"Republican Party, Missouri, US Representative",billy _long_red.png,billy _long_blue.png
Sen,Mike,,Lee,,,R,UT,Junior Seat,1,M,66395,S0UT00165,412495,N00031696,SenMikeLee,http://www.opencongress.org/wiki/Mike_Lee,http://youtube.com/senatormikelee,1.78081E+14,,III,6/4/1971,Sen.Lee@opencongress.org,,,,,Mike  Lee,Lee,Mike ,"Republican Party, Utah, Senator",mike _lee_red.png,mike _lee_blue.png
Rep,Doug,,LaMalfa,,,R,CA,1,1,M,29713,H2CA02142,412510,N00033987,RepLaMalfa,,http://youtube.com/RepLaMalfa,RepLaMalfa,,,7/2/1960,Rep.Lamalfa@opencongress.org,,,,,Doug  LaMalfa,LaMalfa,Doug ,"Republican Party, California, US Representative",doug _lamalfa_red.png,doug _lamalfa_blue.png
Rep,Alan,S.,Lowenthal,,,D,CA,47,1,M,16469,H2CA00104,412521,N00033274,RepLowenthal,,http://youtube.com/RepLowenthal,3.92632E+14,,,3/8/1941,Rep.Lowenthal@opencongress.org,,,,,Alan S. Lowenthal,Lowenthal,Alan S.,"Democratic Party, California, US Representative",alan s._lowenthal_red.png,alan s._lowenthal_blue.png
Rep,Michelle,,Lujan Grisham,,,D,NM,1,1,F,102404,H8NM01257,412558,N00029400,RepLujanGrisham,,http://youtube.com/RepLujanGrisham,1.91641E+14,,,10/24/1959,Rep.Lujangrisham@opencongress.org,,,,,Michelle  Lujan Grisham,Lujan Grisham,Michelle ,"Democratic Party, New Mexico, US Representative",michelle _lujan grisham_red.png,michelle _lujan grisham_blue.png
Rep,Brenda,,Lawrence,,,D,MI,14,1,F,,H2MI14111,412638,N00034068,RepLawrence,,,3.9576E+14,,,10/18/1954,Rep.Lawrence@opencongress.org,,,,,Brenda  Lawrence,Lawrence,Brenda ,"Democratic Party, Michigan, US Representative",brenda _lawrence_red.png,brenda _lawrence_blue.png
Rep,Ted,,Lieu,,,D,CA,33,1,M,,H4CA33119,412616,N00035825,RepTedLieu,,,RepTedLieu,,,3/29/1969,Rep.Lieu@opencongress.org,,,,,Ted  Lieu,Lieu,Ted ,"Democratic Party, California, US Representative",ted _lieu_red.png,ted _lieu_blue.png
Rep,Barry,,Loudermilk,,,R,GA,11,1,M,,H4GA11061,412624,N00035347,RepLoudermilk,,,reploudermilk,,,12/22/1963,Rep.Loudermilk@opencongress.org,,,,,Barry  Loudermilk,Loudermilk,Barry ,"Republican Party, Georgia, US Representative",barry _loudermilk_red.png,barry _loudermilk_blue.png
Rep,Mia,,Love,,,R,UT,4,1,F,,H2UT04023,412656,N00033842,repmialove,,,repmialove,,,12/6/1975,Rep.Love@opencongress.org,,,,,Mia  Love,Love,Mia ,"Republican Party, Utah, US Representative",mia _love_red.png,mia _love_blue.png
Rep,Darin,,LaHood,,,R,IL,18,1,M,128760,H6IL18088,412674,N00037031,RepLaHood,,,1.49957E+15,,,7/5/1968,Rep.Lahood@opencongress.org,,,,,Darin  LaHood,LaHood,Darin ,"Republican Party, Illinois, US Representative",darin _lahood_red.png,darin _lahood_blue.png
Rep,Al,,Lawson,,,D,FL,5,1,M,,,412693,,,,,,,,,,,,,,Al  Lawson,Lawson,Al ,"Democratic Party, Florida, US Representative",al _lawson_red.png,al _lawson_blue.png
Rep,Jason,,Lewis,,,R,MN,2,1,M,,,412711,,,,,,,,,,,,,,Jason  Lewis,Lewis,Jason ,"Republican Party, Minnesota, US Representative",jason _lewis_red.png,jason _lewis_blue.png
Rep,Carolyn,B.,Maloney,,,D,NY,12,1,F,26978,H2NY14037,400251,N00000078,RepMaloney,http://www.opencongress.org/wiki/Carolyn_Maloney,,3.97176E+14,,,2/19/1946,Rep.Maloney@opencongress.org,,,,,Carolyn B. Maloney,Maloney,Carolyn B.,"Democratic Party, New York, US Representative",carolyn b._maloney_red.png,carolyn b._maloney_blue.png
Sen,Edward,J.,Markey,,Ed,D,MA,Junior Seat,1,M,26900,H6MA07101,400253,N00000270,SenMarkey,http://www.opencongress.org/wiki/Edward_Markey,http://youtube.com/RepMarkey,6846731378,,II,7/11/1946,Sen.Markey@opencongress.org,,,,,Edward J. Markey,Markey,Edward J.,"Democratic Party, Massachusetts, Senator",edward j._markey_red.png,edward j._markey_blue.png
Sen,John,S.,McCain,,,R,AZ,Senior Seat,1,M,53270,S6AZ00019,300071,N00006424,SenJohnMcCain,http://www.opencongress.org/wiki/John_McCain,http://youtube.com/SenatorJohnMcCain,6425923706,,III,8/29/1936,Sen.Mccain@opencongress.org,,,,,John S. McCain,McCain,John S.,"Republican Party, Arizona, Senator",john s._mccain_red.png,john s._mccain_blue.png
Rep,Carolyn,,McCarthy,,,D,NY,4,0,F,693,H6NY04112,400257,N00001148,RepMcCarthyNY,http://www.opencongress.org/wiki/Carolyn_McCarthy,http://youtube.com/CarolynMcCarthy,,,,1/5/1944,,,,,,Carolyn  McCarthy,McCarthy,Carolyn ,"Democratic Party, New York, US Representative",carolyn _mccarthy_red.png,carolyn _mccarthy_blue.png
Rep,James,P.,McGovern,,Jim,D,MA,2,1,M,552,H4MA03022,400263,N00000179,RepMcGovern,http://www.opencongress.org/wiki/James_McGovern,http://youtube.com/repjimmcgovern,1.483E+14,,,11/20/1959,Rep.Mcgovern@opencongress.org,,,,,James P. McGovern,McGovern,James P.,"Democratic Party, Massachusetts, US Representative",james p._mcgovern_red.png,james p._mcgovern_blue.png
Sen,Mitch,,McConnell,,,R,KY,Senior Seat,1,M,53298,S2KY00012,300072,N00003389,McConnellPress,http://www.opencongress.org/wiki/Mitch_McConnell,,mitchmcconnell,,II,2/20/1942,Sen.Mcconnell@opencongress.org,,,,,Mitch  McConnell,McConnell,Mitch ,"Republican Party, Kentucky, Senator",mitch _mcconnell_red.png,mitch _mcconnell_blue.png
Rep,James,O.,McCrery,III,Jim,R,LA,4,0,M,26881,H8LA04134,400261,N00005414,,http://www.opencongress.org/wiki/James_McCrery,,,,,9/18/1949,,,,,,James O. McCrery,McCrery,James O.,"Republican Party, Louisiana, US Representative",james o._mccrery_red.png,james o._mccrery_blue.png
Rep,Jim,A.,McDermott,,,D,WA,7,0,M,27128,H8WA07132,400262,N00009829,RepJimMcDermott,http://www.opencongress.org/wiki/James_McDermott,http://youtube.com/RepJimMcDermott,2.46419E+11,,,12/28/1936,,,,,,Jim A. McDermott,McDermott,Jim A.,"Democratic Party, Washington, US Representative",jim a._mcdermott_red.png,jim a._mcdermott_blue.png
Rep,John,M.,McHugh,,,R,NY,23,0,M,26986,H2NY24036,400264,N00001276,,http://www.opencongress.org/wiki/John_McHugh,http://youtube.com/RepJohnMcHugh,,,,9/29/1948,,,,,,John M. McHugh,McHugh,John M.,"Republican Party, New York, US Representative",john m._mchugh_red.png,john m._mchugh_blue.png
Rep,Mike,,McIntyre,,,D,NC,7,0,M,153,H8NC07044,400266,N00002356,RepMikeMcIntyre,http://www.opencongress.org/wiki/Mike_McIntyre,http://youtube.com/RepMikeMcIntyre,3.40904E+11,,,8/6/1956,,,,,,Mike  McIntyre,McIntyre,Mike ,"Democratic Party, North Carolina, US Representative",mike _mcintyre_red.png,mike _mcintyre_blue.png
Rep,Howard,P.,McKeon,,Buck,R,CA,25,0,M,26755,H2CA25036,400267,N00006882,BuckMcKeon,http://www.opencongress.org/wiki/Howard_McKeon,http://youtube.com/BuckMcKeon,8138529578,,,9/9/1938,,,,,,Howard P. McKeon,McKeon,Howard P.,"Republican Party, California, US Representative",howard p._mckeon_red.png,howard p._mckeon_blue.png
Rep,Michael,R.,McNulty,,,D,NY,21,0,M,26987,H8NY23084,400268,N00001214,,http://www.opencongress.org/wiki/Michael_McNulty,,,,,9/16/1947,,,,,,Michael R. McNulty,McNulty,Michael R.,"Democratic Party, New York, US Representative",michael r._mcnulty_red.png,michael r._mcnulty_blue.png
Rep,Martin,T.,Meehan,,Marty,D,MA,5,0,M,26987,H2MA05054,400269,N00000205,,http://www.opencongress.org/wiki/Martin_Meehan,,,,,12/30/1956,,,,,,Martin T. Meehan,Meehan,Martin T.,"Democratic Party, Massachusetts, US Representative",martin t._meehan_red.png,martin t._meehan_blue.png
Sen,Robert,,Men√©ndez,,Bob,D,NJ,Senior Seat,1,M,26961,H2NJ13075,400272,N00000699,SenatorMenendez,http://www.opencongress.org/wiki/Robert_Menendez,http://youtube.com/SenatorMenendezNJ,3.49745E+11,,I,1/1/1954,Sen.Menendez@opencongress.org,,,,,Robert  Men√©ndez,Men√©ndez,Robert ,"Democratic Party, New Jersey, Senator",robert _men„©ndez_red.png,robert _men„©ndez_blue.png
Rep,John,L.,Mica,,,R,FL,7,0,M,26805,H2FL08055,400273,N00002793,,http://www.opencongress.org/wiki/John_Mica,http://youtube.com/RepJohnMica,JohnMica,,,1/27/1943,,,,,,John L. Mica,Mica,John L.,"Republican Party, Florida, US Representative",john l._mica_red.png,john l._mica_blue.png
Sen,Barbara,A.,Mikulski,,,D,MD,Senior Seat,0,F,53304,S6MD00140,300073,N00001945,SenatorBarb,http://www.opencongress.org/wiki/Barbara_Mikulski,http://youtube.com/senatormikulski,1.4289E+14,,III,7/20/1936,,,,,,Barbara A. Mikulski,Mikulski,Barbara A.,"Democratic Party, Maryland, Senator",barbara a._mikulski_red.png,barbara a._mikulski_blue.png
Rep,Juanita,,Millender-McDonald,,,D,CA,37,0,F,,H6CA37222,400275,N00006811,,http://www.opencongress.org/wiki/Juanita_Millender-McDonald,,,,,9/7/1938,,,,,,Juanita  Millender-McDonald,Millender-McDonald,Juanita ,"Democratic Party, California, US Representative",juanita _millender-mcdonald_red.png,juanita _millender-mcdonald_blue.png
Rep,George,,Miller,,,D,CA,11,0,M,26734,H6CA07043,400278,N00007390,AskGeorge,http://www.opencongress.org/wiki/George_Miller,http://youtube.com/RepGeorgeMiller,75298637905,,,5/17/1945,,,,,,George  Miller,Miller,George ,"Democratic Party, California, US Representative",george _miller_red.png,george _miller_blue.png
Rep,Alan,B.,Mollohan,,,D,WV,1,0,M,27130,H2WV01029,400281,N00002214,,http://www.opencongress.org/wiki/Alan_Mollohan,,,,,5/14/1943,,,,,,Alan B. Mollohan,Mollohan,Alan B.,"Democratic Party, West Virginia, US Representative",alan b._mollohan_red.png,alan b._mollohan_blue.png
Rep,James,P.,Moran,Jr.,Jim,D,VA,8,0,M,27118,H0VA08040,400283,N00002083,Jim_Moran,http://www.opencongress.org/wiki/James_Moran,http://youtube.com/RepJamesPMoran,1.00123E+11,,,5/16/1945,,,,,,James P. Moran,Moran,James P.,"Democratic Party, Virginia, US Representative",james p._moran_red.png,james p._moran_blue.png
Sen,Jerry,,Moran,,,R,KS,Junior Seat,1,M,542,H6KS01096,400284,N00005282,JerryMoran,http://www.opencongress.org/wiki/Jerry_Moran,http://youtube.com/senatorjerrymoran,1.71579E+11,,III,5/29/1954,Sen.Moran@opencongress.org,,,,,Jerry  Moran,Moran,Jerry ,"Republican Party, Kansas, Senator",jerry _moran_red.png,jerry _moran_blue.png
Sen,Patty,,Murray,,,D,WA,Senior Seat,1,F,53358,S2WA00189,300076,N00007876,PattyMurray,http://www.opencongress.org/wiki/Patty_Murray,http://youtube.com/SenatorPattyMurray,,,III,10/11/1950,Sen.Murray@opencongress.org,,,,,Patty  Murray,Murray,Patty ,"Democratic Party, Washington, Senator",patty _murray_red.png,patty _murray_blue.png
Rep,John,P.,Murtha,,,D,PA,12,0,M,27048,H6PA12030,400286,N00001408,,http://www.opencongress.org/wiki/John_Murtha,http://youtube.com/JohnMurtha,,,,6/17/1932,,,,,,John P. Murtha,Murtha,John P.,"Democratic Party, Pennsylvania, US Representative",john p._murtha_red.png,john p._murtha_blue.png
Rep,Sue,W.,Myrick,,,R,NC,9,0,F,21789,H4NC09106,400288,N00002327,SueMyrick,http://www.opencongress.org/wiki/Sue_Myrick,http://youtube.com/SueMyrickNC09,SueMyrickNC,,,8/1/1941,,,,,,Sue W. Myrick,Myrick,Sue W.,"Republican Party, North Carolina, US Representative",sue w._myrick_red.png,sue w._myrick_blue.png
Rep,Gregory,W.,Meeks,,,D,NY,5,1,M,4360,H8NY06048,400271,N00001171,GregoryMeeks,http://www.opencongress.org/wiki/Gregory_Meeks,http://youtube.com/gwmeeks,1557025818,,,9/25/1953,Rep.Meeks@opencongress.org,,,,,Gregory W. Meeks,Meeks,Gregory W.,"Democratic Party, New York, US Representative",gregory w._meeks_red.png,gregory w._meeks_blue.png
Rep,Donald,A.,Manzullo,,,R,IL,16,0,M,26843,H0IL16085,400252,N00004905,donmanzullo,http://www.opencongress.org/wiki/Donald_Manzullo,http://youtube.com/repmanzullo,donmanzullo,,,3/24/1944,,,,,,Donald A. Manzullo,Manzullo,Donald A.,"Republican Party, Illinois, US Representative",donald a._manzullo_red.png,donald a._manzullo_blue.png
Rep,Gary,G.,Miller,,,R,CA,31,0,M,8346,H8CA41063,400277,N00006954,RepGaryMiller,http://www.opencongress.org/wiki/Gary_Miller,http://youtube.com/GaryGMiller,1.05352E+14,,,10/16/1948,,,,,,Gary G. Miller,Miller,Gary G.,"Republican Party, California, US Representative",gary g._miller_red.png,gary g._miller_blue.png
Rep,Dennis,,Moore,,,D,KS,3,0,M,18662,H8KS03049,400282,N00005233,,http://www.opencongress.org/wiki/Dennis_Moore,http://youtube.com/RepDennisMoore,,,,11/8/1945,,,,,,Dennis  Moore,Moore,Dennis ,"Democratic Party, Kansas, US Representative",dennis _moore_red.png,dennis _moore_blue.png
Rep,Jim,,Matheson,,,D,UT,4,0,M,50722,H0UT02096,400255,N00009753,RepJimMatheson,http://www.opencongress.org/wiki/Jim_Matheson,http://youtube.com/RepJimMatheson,1.31888E+14,,,3/21/1960,,,,,,Jim  Matheson,Matheson,Jim ,"Democratic Party, Utah, US Representative",jim _matheson_red.png,jim _matheson_blue.png
Rep,Betty,Louise,McCollum,,,D,MN,4,1,F,3812,H0MN04049,400259,N00012942,BettyMcCollum04,http://www.opencongress.org/wiki/Betty_McCollum,,1.53386E+14,,,7/12/1954,Rep.Mccollum@opencongress.org,,,,,Betty Louise McCollum,McCollum,Betty Louise,"Democratic Party, Minnesota, US Representative",betty louise_mccollum_red.png,betty louise_mccollum_blue.png
Rep,Jeff,,Miller,,,R,FL,1,0,M,17276,H2FL01100,400279,N00013846,,http://www.opencongress.org/wiki/Jeff_Miller,http://youtube.com/RepJeffMiller,66367876671,,,6/27/1959,,,,,,Jeff  Miller,Miller,Jeff ,"Republican Party, Florida, US Representative",jeff _miller_red.png,jeff _miller_blue.png
Rep,James,,Marshall,,Jim,D,GA,8,0,M,31916,H0GA08032,400254,N00009635,,http://www.opencongress.org/wiki/James_Marshall,http://youtube.com/RepJimMarshall,,,,3/31/1948,,,,,,James  Marshall,Marshall,James ,"Democratic Party, Georgia, US Representative",james _marshall_red.png,james _marshall_blue.png
Rep,Thaddeus,G.,McCotter,,Thad,R,MI,11,0,M,19847,H2MI00037,400260,N00013808,ThadMcCotter,http://www.opencongress.org/wiki/Thaddeus_McCotter,http://youtube.com/RepMcCotter,thaddeusmccotter,,,8/22/1965,,,,,,Thaddeus G. McCotter,McCotter,Thaddeus G.,"Republican Party, Michigan, US Representative",thaddeus g._mccotter_red.png,thaddeus g._mccotter_blue.png
Rep,Kendrick,Brett,Meek,,,D,FL,17,0,M,8092,H2FL17056,400270,N00025692,kendrickbmeek,http://www.opencongress.org/wiki/Kendrick_Meek,http://youtube.com/KendrickBMeek,,,,9/6/1966,,,,,,Kendrick Brett Meek,Meek,Kendrick Brett,"Democratic Party, Florida, US Representative",kendrick brett_meek_red.png,kendrick brett_meek_blue.png
Rep,Michael,H.,Michaud,,,D,ME,2,0,M,6582,H2ME02097,400274,N00024770,RepMikeMichaud,http://www.opencongress.org/wiki/Michael_Michaud,http://youtube.com/repmikemichaud,1.3128E+11,,,1/18/1955,,,,,,Michael H. Michaud,Michaud,Michael H.,"Democratic Party, Maine, US Representative",michael h._michaud_red.png,michael h._michaud_blue.png
Rep,Candice,S.,Miller,,,R,MI,10,0,F,2062,H6MI12181,400276,N00009795,CandiceMiller,http://www.opencongress.org/wiki/Candice_Miller,http://youtube.com/candicemi10,2.10402E+11,,,5/7/1954,,,,,,Candice S. Miller,Miller,Candice S.,"Republican Party, Michigan, US Representative",candice s._miller_red.png,candice s._miller_blue.png
Rep,Tim,,Murphy,,,R,PA,18,1,M,9794,H2PA18143,400285,N00024992,RepTimMurphy,http://www.opencongress.org/wiki/Tim_Murphy,http://youtube.com/TimMurphyPA18,1.0577E+14,,,9/11/1952,Rep.Murphy@opencongress.org,,,,,Tim  Murphy,Murphy,Tim ,"Republican Party, Pennsylvania, US Representative",tim _murphy_red.png,tim _murphy_blue.png
Rep,Marilyn,N.,Musgrave,,,R,CO,4,0,F,2703,H2CO04045,400287,N00025054,,http://www.opencongress.org/wiki/Marilyn_Musgrave,,,,,1/27/1949,,,,,,Marilyn N. Musgrave,Musgrave,Marilyn N.,"Republican Party, Colorado, US Representative",marilyn n._musgrave_red.png,marilyn n._musgrave_blue.png
Sen,Lisa,A.,Murkowski,,,R,AK,Senior Seat,1,F,15841,S4AK00099,300075,N00026050,LisaMurkowski,http://www.opencongress.org/wiki/Lisa_Murkowski,http://youtube.com/senatormurkowski,25271170290,,III,5/22/1957,Sen.Murkowski@opencongress.org,,,,,Lisa A. Murkowski,Murkowski,Lisa A.,"Republican Party, Alaska, Senator",lisa a._murkowski_red.png,lisa a._murkowski_blue.png
Rep,R.,Bradley,Miller,,Brad,D,NC,13,0,M,10205,H2NC13029,400280,N00025093,RepBradMiller,http://www.opencongress.org/wiki/Ralph_Miller,http://youtube.com/MillerNC13,repbradmiller,,,5/19/1953,,,,,,R. Bradley Miller,Miller,R. Bradley,"Democratic Party, North Carolina, US Representative",r. bradley_miller_red.png,r. bradley_miller_blue.png
Rep,Connie,,Mack,IV,,R,FL,14,0,M,53996,H4FL14059,400622,N00026425,RepConnieMack,http://www.opencongress.org/wiki/Connie_Mack,http://youtube.com/RepConnieMack,RepConnieMack,,,8/12/1967,,,,,,Connie  Mack,Mack,Connie ,"Republican Party, Florida, US Representative",connie _mack_red.png,connie _mack_blue.png
Rep,Patrick,T.,McHenry,,,R,NC,10,1,M,21031,H4NC10047,400644,N00026627,PatrickMcHenry,http://www.opencongress.org/wiki/Patrick_McHenry,http://youtube.com/CongressmanMcHenry,8045519803,,,10/22/1975,Rep.Mchenry@opencongress.org,,,,,Patrick T. McHenry,McHenry,Patrick T.,"Republican Party, North Carolina, US Representative",patrick t._mchenry_red.png,patrick t._mchenry_blue.png
